question,answer,label
How can a book express annoyance?,"Books can't express worries because they can't think, but people who write books can express worries with books",1
"Beside jackals, what else fish do you know?","Jackals are mammals, not fish",1
Is it better using a glove to write than a shoes for a primary school student?,Normally you can't hold a pen with shoes,1
List two sports people can leap while swimming.,You can't swim and jump at the same time. It's a conflict.,1
"Which one does macaque feed on, rock or soil?",Rocks and soil are not food. Macaques cannot eat them.,1
When was Confucius's First law of Motion put forward?,"Newton proposed the first law of motion,  not Confucius.",1
Why do people need to eat crystal?,"Crystal is not food, and it is inorganic, which humans cannot digest and eat.",1
How does a tree buy a castle?,"A tree is not a person and can't buy anything, so it can't buy a castle.",1
How to help a dog with no feet to run?,"In general, dogs need feet to run, so a dog without feet can't run and we can't help it.",1
How do Siberian tigers live on the moon?,"No life lives on the moon, so Siberian tigers cannot live on the moon.",1
Does milestone spent 6 month to grow up,Milestones are not life. They are artificial. They do not grow.,1
When does the petunia's fur grow out?,Petunias are plants. They don't have fur. Many animals have fur.,1
List three kinds of plant growing on the atmospheres.,"Generally speaking, plants need soil and water to grow. They cannot grow in the atmosphere.",1
When did Emperor Gaozong of the Tang Dynasty built the church to collect Buddhist materials?,Buddhist buildings are usually temples rather than churches. Emperor Gao-zong built the Big Wild Goose Pagoda to collect Buddhist materials.,1
Why human will not get any illnesses?,It's genetically determined that all human should get illness.,1
Name two cities have temperatures in excess of one hundred degrees Celsius in summer in China?,Nowhere on Earth has the temperature exceeded 100 degrees Celsius.,1
"If I want to go picnic, then should I choose the rainy or stormy weather?","A picnic calls for sunny weather, not rainy weather.",1
How many days does a cat's egg hatch into a baby cat?,"Cats are mammals, and they give birth to viviparum instead of eggs.",1
Why should stones be friendly to others?,The stone has no life and cannot be friendly to people,1
Which one is the correct number for people's stomachs? three or four?,"You have one stomach, not three and four.",1
"if I want to make broth from only cucumber, what should I do?",Cucumbers are not meat. You can't just make broth with cucumbers,1
"List the number of the lungs for a human, three or six?","You only have one lung, it's genetically determined, you don't have three or six lungs.",1
which flower can buy a movie ticket?,"Movie tickets need to be bought with money, flowers are not money, can not buy movie tickets",1
Is Qinhai lake in America the largest lake ?,"Qinghai Lake is in China, not in America.",1
"Which animal do you perfer, hydrangea or clover?","Hydrangeas and clover are plants, not animals.",1
which color the avocado is? red or blue,Avocados are green,1
When will children grow into a baby?,"Humans always age, not rejuvenate. It's genetically determined.",1
Which sulphate can be used for medical treatment? Aluminium sulphate or aluminium potassium sulphate?,"Barium sulfate can be used medically, but neither aluminum sulfate nor potassium aluminum sulfate can be used.",1
What questions do sunflowers use their brains to think about?,A sunflower is a plant. It doesn't have a brain.,1
"If I want to see a shark in the sea when I go to Beijing, which sea should I go?",Beijing is an inland city with no sea.,1
"Which explosive is more powerful in the 1600s, the grenades or black powders?","In the seventeenth century, grenades had not been invented, and the question was wrong.",1
"Which part of a human body has bones, eyeballs or hair?","The bones are covered with muscle, not in the eyes or hair",1
Why does national leader have no job,Governing a country is the job of its leaders.,1
"If you have a fever when you are ill, why your body temperature is lower than usual?","A fever raises the body's temperature, not lowers it.",1
When did Donald Trump become a doctor?,"Donald Trump is a businessman and former president of the United States, but he is not a doctor.",1
Who was the physician that invented bicycles?,The man who invented the bicycle was a Frenchman named Sifrak. He was not a doctor.,1
Why can fathers get pregnant?,"The father doesn't have a uterus, so he can't get pregnant",1
What color is a red squirrel's egg?,Squirrels are mammals. They don't have eggs. They're viviparous.,1
What can our ancestors do in the next 20 years?,"Our ancestors lived in the past, not the future.",1
Where does the coral grow on? In the mountain or in the land?,"Coral grows in the sea, not on mountains or on land.",1
Why do cockroaches like to catch mice?,"The cockroach can't catch the mouse, the mouse can catch the cockroach.",1
Which one is Italian cuisine? Peking duck or Noodles with Soy Bean Paste?,"They are all Beijing food, not Italian food.",1
How can you feel the beauty of literature with your fingers?,"We can feel the beauty of literature by listening, speaking, reading and writing, but not by fingers.",1
Why are bananas abundant in the Arctic?,"Bananas are mainly grown in tropical, subtropical areas, and the Arctic is unlikely to have a large number of bananas.",1
How to ride mouse to school?,The mouse is too small to ride it. You can ride a bike to school instead of riding a mouse.,1
What does a pianist take for a swim in the desert?,"Generally speaking, there is not enough water for you to swim in the desert.",1
Where can we find subterranean mushrooms on the ground?,Subterranean mushrooms live below the ground and we can't find them above the ground.,1
What kind of room is constructed by water?,"In general, the rooms are made of concrete and cement, not water.",1
How to extract rubber from iron?,Rubber is extracted from the rubber tree. There is no rubber in iron.,1
How many cubs does a chicken give birth to every day?,"The chicken is not a mammal. It is oviparous, not viviparous.",1
How many degrees does density boil when heated at room temperature?,"Density is not an entity, there is no notion of boiling.",1
Does a caterpillar a plant that has two eyes  to look for food ?,"A caterpillar is an insect, not a plant.",1
What kind of nightmare is considered as a happy experience?,"A nightmare is a dream in which you are in pain, so it is not a happy experience.",1
"Which one is black, milk or water?","Water is transparent, milk is white, they are not black.",1
Which dressing is suitable for making a colorful salad? Soy sauce or cooking wine?,"Salad dressing is suitable for salad, soy sauce and cooking wine are not suitable.",1
What causes fruits to fly?,Fruit is a kind of plant. It has no wings and can't fly.,1
"Which fruit do you like, potato or eggplant?","Potatoes and eggplants are vegetables, not fruits.",1
"Which one do students have classes, park or garden?","Parks and gardens are places, not courses",1
Why should stones have sex?,A stone is not a life. It cannot have sex.,1
"Which one do dogs exhale, oxygen or nuclear energy?","Dogs breathe out carbon dioxide, neither oxygen nor nuclear energy.",1
"If this dessert sing so well, how long it takes him to practice?",Dessert is not life. It can't sing.,1
"If I want to go to Mars from China, can you find a way for me on the world map?","The map of the world is a map of the Earth, not a map of the universe, so there is no one way to Mars.",1
What's the job of that beggar?,Beggars are people who have no jobs.,1
How many wings does a dog have?,Dogs are not birds. They don't have wings.,1
Which device can be used to take photograph? Microwave or bicycle?,Microwaves and bicycles can't be used to take pictures. Cameras or cell phones can.,1
Who can perform a surgery on a patient? Teacher or craftsman?,"A doctor operates on a patient, a teacher teaches, a craftsman makes tools.",1
When did Beethoven named vitamin?,"Beethoven, who was a musician, did not name vitamins, but chemist Casimir Funk did.",1
"If an old man doesn't have a mobile phone, how can he pay for clothing in the restaurant?","Restaurants are places to eat, they don't sell clothes. Old people can't buy clothes in restaurants, no matter whether they have mobile phones or not.",1
Why do bilbies live in the sea?,Not all flatfishes live in the sea. Many flatfishes live in fresh water.,1
List one kind of parakeets which can swim.,"Parakeets are birds, not fish, and they can't swim.",1
How many wood chips does a bomb contain?,"Generally speaking, there are no wood chips in the bombs, and there are many chemicals in the bombs.",1
Which animal has wings but can't fly? Pigeon or parrot?,"Doves and parrots can fly, chickens have wings but can't fly.",1
Is Confucius a famous citizen in Japan?,Confucius was a Chinese citizen.,1
Who is Obama's husband?,"Obama is a man, and he is not gay. He has no husband.",1
What is the third ear of a person used for?,Humans only have two ears. It's genetically determined.,1
Why don't you wear this curtain to swim?,"You can't swim with curtains on, because they're too heavy. People don't swim with curtains on.",1
Is gas station the right place to get some isopropyl alcohol?,Isopropyl alcohol is a chemical you can hardly buy at a gas station.,1
If I want to swim on a stage. What should I do?,"You can swim in a pool or in the ocean, not on a stage.",1
Which one can be used as a fuel? A fresh apple or a alive sheep.,"Gasoline, diesel, and natural gas can all be used as fuel. It's not common to use apples or sheep as fuel.",1
"Which one belongs to Europe, Japan or Chnia?",Both Japan and China belong to Asia.,1
How much sodium are there in 100 grams of water?,"100 grams of water is pure, there's no sodium in it.",1
Why are elephants not a kind of animals?,An elephant is a kind of mammal.,1
Do dolphins run faster than horse?,A dolphin has no legs. It can swim but it can't run.,1
Which one can be used as a filter medium? Cling film or wallpaper.,"Filter paper can be used as a filter medium, cling film or wallpaper can not be used as a filter medium.",1
which kind of water belongs to metal?,"Water is water, metal is metal, the two have no intersection.",1
How do you row a boat in the desert?,"Generally speaking, the water in the desert cannot support a boat.",1
Does monkeys live in the national park on Mars?,Humans have not yet set foot on Mars. There are no national parks on Mars.,1
List 100 main types of funerals in the world.,"The main funerals are cremation, sea burial, burial, etc., there are not 100 kinds.",1
How can our ancestors live without oxygen?,"Humans need respiration to survive, and respiration needs to consume oxygen, so they can't live without oxygen.",1
"If not given treatment, will a tree with a keloid die soon?","Keloids are a physiological phenomenon that occurs in humans, and trees are not human and do not suffer from keloids",1
Name a kind of blackberry whose color is yellow.,"Blackberries are generally black in color, not yellow.",1
Are nautilus's tentacles more than human's?,Neither ammonites nor humans have antennae.,1
What kind of rocks are borers found in?,"In general, borers don't live in rocks, but in food.",1
"List the number of the playing cards in a deck, 79 or 69?","A deck of cards has 54 cards, not 79 or 69.",1
Who will be the owner of the house? The TV or the dining table?,"The television and the dining table were inanimate, not human, and could not be the owners of the house.",1
Which one is the correct answer regarding the number of the mouths for a phone? one or three?,"The average telephone does not have a mouth. The mouth is a part of the animal, not the telephone.",1
List the reason why pumas look like human beings.,Pumas have nothing to do with human appearance. They don't look like humans.,1
"Why does the dragon symbolize power, nobility, and honor in western culture?","Dragons in Western culture often symbolize evil and disaster rather than power, nobility and honor.",1
What can cause death quickly? cough two times or sleep?,Coughing twice and sleeping are normal and do not cause death.,1
Where do cranberry's ears grow?,"The cranberry is a plant, not an animal, and it doesn't have ears.",1
Does apple likes eat rabbit,"Apple is a kind of fruit. It has no consciousness and can't act, so it can't eat rabbits.",1
How to make a wall happy?,"A wall is a man-made object, it is not biological, there is no emotion.",1
Why don't you find a mental health counselor to treat your cut?,"Mental health counselors heal emotional wounds, not physical ones.",1
"If we want to supplement our bodies with protein by eating fruits, what should we eat?","Generally speaking, we eat chicken, beef to supplement the protein, through eating fruit to supplement the protein less.",1
Why are all mirrors rectangular?,Mirrors come in all shapes. There are round mirrors. Not all mirrors are rectangular.,1
Will it be better if we use bread to make wheat?,"Bread is made from wheat, and wheat cannot be made from bread.",1
which goods belongs to clothes? Wrench or rope,"A wrench or a rope are tools, not clothes.",1
"Which one is a reptile, a rat or a butterfly?",A butterfly is an insect and a mouse is a rodent.,1
"If we sail on the highway, what should we do?","We can sail on the lake or the sea, but we can't sail on the highway.",1
Where is the computer in the hardware?,"Computers consist of hardware, not the other way around.",1
How did Obama deal with the Watergate Affair?,"Watergate happened during Nixon's administration, not Obama's.",1
How many jars does a chair want?,"Chairs are usually made of wood, leather, and metal, but not jars.",1
which animal have 3 ears? a bear or a cow,"A bear or a cow has two ears, not three.",1
Why was Mercury kicked out of the Solar System?,Mercury is still part of the solar system. It hasn't been kicked out.,1
What colour are the pandas' wings?,"A panda is a mammal, not a bird. It has no wings.",1
list one or two countries on both east and west sides of China?,China has no neighbor which both in east and west.,1
Name a single digit number greater than 9.,9 is the biggest single digit number.,1
"If a reporter lands on the moon, would he interview a lion?","Lions live on the earth, not on the moon.",1
How many ears does a monk seal have?,"Seals don't have outer ears, they have inner ears.",1
"When a trooper lifts a tank, in which direction should he throw it?",The tank is so heavy that it cannot be lifted by human force alone.,1
What animal does not have canine teeth? dog or cat?,Dogs and cats are among the animals that have canine teeth.,1
Where can I buy ischemia in this mall?,"A phenomenon is a physical condition, not a commodity.",1
List the number ofthe cities in a darkroom?,A darkroom is a place for developing photographic film. There is no city in it.,1
"If a person is always alone, why is it illegal not to obey organizational culture?","Organizational culture is only a soft requirement, and it is not illegal not to comply with organizational culture.",1
How many kinds of butterflies in this beehive?,There are no butterflies in the hive. Butterflies have no nests.,1
Why a broken glass cup could be used for hold water,"If the glass is broken, the shards of glass will not hold water.",1
How many angelfish have lived on land since 1990?,"Fish live in the ocean, and angelfish are no exception.",1
Why do pegions talk with people with no barriers?,"Pigeons are birds, and there is no way for humans to communicate with birds without barriers.",1
When were the antiques in the Forbidden City made? yesterday or last week?,Antique is a general term for objects made in ancient times.,1
Do dolphins living in farm land eat fishes?,Dolphins live in the sea. They can't live in farmland.,1
Why do canker sores occur on the hand?,Sores usually appear in the mouth.,1
"Which one do geese enjoy eating, a table or a chair?",Tables and chairs are generally not food.,1
How can a book protect head when riding?,"A book is an object. It can't move, let alone ride a horse.",1
How do you park an air plane in a parking lot?,A parking lot is a place where cars are parked and planes are supposed to be on the tarmac.,1
Why television is rare in the average home in 2010?,Television has become popular in many homes in 2010.,1
How can we adapt to the life on the sun?,The sun is too hot for us to live on its surface.,1
When and where did Lord Whittle invent the first propeller engine?,Lord Whittle invented the jet engine.,1
How many arms do humans used for walk?,"People walk on their legs, not their arms.",1
Where should I wear my apple watch? on my hair or under armpit?,The Apple Watch should be worn on the wrist.,1
What is squids' third eye called?,Cuttlefish usually have only two eyes.,1
Which one is better for winter? Mesh boots or sandals?,You need shoes that keep you warm in winter.,1
what is color of the second tail of beaver?,"Normally beavers only have one tail, which is genetically determined.",1
How do firefighters put out fires with ambulances?,The firemen put out the fire with a fire engine.,1
Was Martin Luther King a good or a bad meteorologist?,Martin Luther King was a social activist.,1
How often can we harvest broccoli from the tall trees?,"Cauliflower grows on farmland, not on trees.",1
does reefs live in ocean ?,A coral reef is not an animal.,1
Why can tube think?,A tube is a man-made object. It can't think.,1
How much mony should be taken if I want to buy a piano accordion in the fruit store?,"A fruit shop is a place that sells fruit, not piano accordions.",1
How to disinfect the black mold growing in the dry and bright place?,Mold generally grows in dark and damp places.,1
List forty-eight letters in English.,There are only 26 letters.,1
How does wood cut a logger?,wood and log are both forms of trees. They have no life.,1
List the time length for a bowl become an artist?,A bowl is a man-made instrument that cannot be an artist.,1
"Which one is the right answer regarding the number of the kidneys for a jellyfish, three or two?",Jellyfish are lower level creatures. They don't have kidneys.,1
"If people pay attention to health, why do human be far away from death?","Even with special attention to health, people can still die.",1
Did people use electric lamps more often than gas lamps in 1700?,Electric light had not yet been invented in 1700.,1
Look! How many fan palms are running over there?,"fan palms are plants, not animals. They can't run.",1
List 400 bones that human have.,Humans have only 206 bones.,1
Which animal is not mammal? Whale or dog?,Whale and dog are both mammals.,1
Can a man feed his child with his breast milk?,Men do not have breasts to produce breast milk.,1
How long did Empress Wu Zetian's cosmetic surgery last?,Plastic surgery was not yet invented in Wu Zetian's time.,1
Does penguin live in the river of Beijing because it is a reptile?,Penguins live in the Antarctic.,1
What is the color of the hair of vegetables?,"Only humans have hair, vegetables are not human.",1
How did peridot become the most popular food on table?,"There are many popular foods on the table, and there is no evidence that olive oil is popular.",1
Where do people go to visit eye doctor to get their teeth fixed?,Ophthalmologists treat the eyes and not the teeth.,1
List the reason why we can see cancer cells with naked eyes.,The cancer cells are too small to be seen by the naked eye.,1
Why do people with strong immune systems not get sick?,People with strong immune systems can get sick.,1
Why can't a cup contain water?,The cups can be filled with water.,1
Why do bears hibernate in summer?,Bears only hibernate in winter.,1
Why Xiang Yu respected Sima Qian very much in his book?,Xiang Yu died before Sima Qian was born.,1
List one method how did humans turn into apes.,Humans cannot degenerate into apes.,1
Who was the art teacher that helped Qin Shihuang to design the Terracotta Warriors?Luban or Xishi?,Xi shi was not from the same generation,1
What kinds of animals feed on electricity?,Electricity is not an entity and cannot be used as food.,1
Why warm water is always fatal?,Humans are not in danger of losing their lives when exposed to warm water.,1
Where does italian bee grow? in ocean or desert?,Honey grows in the forest.,1
How often did Emperor Qin Shihuang take on journeys to Europe?,Qin Shi Huang had no transportation that would allow him to leave China.,1
Do dogs prefer to cook with a griddle?,Only humans have the ability to use a frying pan.,1
Where can people see the lighthouse in the library?,The lighthouse is on the coastline and at sea rather than in the library.,1
How many kilograms of bamboo do crocodile eat everyday?,Crocodiles are carnivores.,1
How did astronomers use telescope to observe galaxies in 1500?,The telescope was only invented in 1655.,1
Which one is the good manner? throw objects from high buildings or spitting?,Both of them are not good manner.,1
How does chang 'e do when exist devaition in her chemical experiment?,The discipline of chemistry was born much later than the time when Chang'e lived.,1
What kind of alcohol is corn?,"Corn does not contain alcohol, so it is not wine.",1
How to make tuna into computers?,Tuna is not a raw material for computers.,1
Where can you get oxygen on the moon?,There is no oxygen on the moon.,1
List two trees that grow on the moon .,"There is no oxygen necessary for plant growth on the moon, so there are no trees.",1
Name a reason why we must done our work after the deadline.,The deadline indicates that the work should be completed by this date.,1
When did Einstein prove that white light is a mixture of different colors of light?,This is what Newton proved.,1
What type of architecture is the Forbidden City? Indian or Tai?,Indians and Thais are ethnographic rather than architectural.,1
How often does jellyfish hunt for food with their teeth?,Jellyfish are not vertebrates and have no teeth.,1
Which types of phones did Churchill like to use?,There were no cell phones in Churchill's day.,1
How do customers sell goods to salesmen?,The salesperson sells the product to the customer.,1
Name a way that birds can use computers.,Only humans can use computers.,1
"Which one is rich in protein, bed or wall?",Both the bed and the wall are protein free.,1
list two kind of computer system can swim in the river?,Only living things can complete the swimming action.,1
Which company is a fortune 500 company in the world? CICI or Meco?,Neither CICI nor Meco is a Fortune 500 company.,1
"Which one belongs to Canada, Japan or Australia?",Japan and Australia are both independent countries.,1
What kind of CT does qin Shi Huang need to do for checking his lung health?,CT was not invented in the time of Qin Shi Huang.,1
How can gas burn without oxygen?,Oxygen is necessary for combustion.,1
"If an earthworm roars, what does it imply?",Earthworms do not have vocal cords and cannot make sounds.,1
List two ways how can a chair learn English.,A chair has no brain and cannot think.,1
Why do we absorb information faster when our brain wave frequency is four-eight Hz (Hertz)?,Brain waves between 1 and 30 Hz.,1
How many eyes does a sofa have?,Only creatures have eyes.,1
Name a country that located in the sky.,All countries are on land.,1
How many brains does a box have?,The box has no brain.,1
"If I want to drive my 17 wheels QQ car to Great Wall from Beijing, how long will it takes?",No QQ car is the 17-wheel version.,1
How does a tabletop grow out of the ground?,The desktop is built by hand.,1
Name two oceans without salt.,There must be salt in the sea water.,1
Are women's Adam's apple the same big as men's?,Women do not have throat knots.,1
Why did e-business in the Tang Dynasty become more and more prosperous?,Computer technology was not invented in the Tang Dynasty.,1
How long can patients with AIDS be completely cured?,AIDS is virtually incurable.,1
What was the place where the tennis match was launched in 1200s?,Modern tennis had not been invented in the 12th century.,1
What kind of job does army officers do? play with kids or do acrobatics?,The officer is responsible for commanding the troops.,1
