question,answer,label
Why does concentrated sulphuric acid dehydrate all substances?,Sulphuric acid dehydrate most substances but not all substances.,1
Can a stone win Super Mario in a game competition?,Super Mario is a game played by humans.,1
What are cardigans made of? Paper or leather?,"Woolen sweaters are made of wool, neither paper nor leather",1
List one kind of parakeets which can swim.,"Parakeets are birds, not fish, and they can't swim.",1
How many bedrooms are there in the closet?,"The closet is in the bedroom, not the other way around.",1
"Beside jackals, what else fish do you know?","Jackals are mammals, not fish",1
How many coils are there in the human body?,"The human body does not have any coils in it, machines do",1
Where is vanilla native to in North American? China or Japan?,"China and Japan are countries, they don't belong in North America.",1
What kind of alcohol is corn?,"Corn does not contain alcohol, so it is not wine.",1
What is the highest speed a car with four square wheels can run in highway?,"Wheels are round objects, not square objects",1
What's the job of that beggar?,Beggars are people who have no jobs.,1
What service industry does agriculture belong to?,Agriculture and services are two different industries of the same level,1
How often does jellyfish hunt for food with their teeth?,Jellyfish are not vertebrates and have no teeth.,1
"Which one is the right number for guts of a stone, one or four?",Only animals have guts.,1
Why is HIVs a beneficial bacteria?,"HIVs are harmful, and they are viruses.",1
When will children grow into a baby?,"Humans always age, not rejuvenate. It's genetically determined.",1
How many kilograms of bamboo do crocodile eat everyday?,Crocodiles are carnivores.,1
Why don't you see swell in the sea during high winds?,The sea surface rises during high winds.,1
Why are white ants good for trees?,White ants are harmful for trees.,1
"If I want to ride a turkey vulture, where can I find one?","Turkey vulture is too weak to support a man, and thus one can't ride it.",1
What should men pay attention to when breastfeeding their child?,"Men generally cannot produce breast milk, women can.",1
When does cucumber turn blue during growth?,Cucumbers are green.,1
Who is Obama's husband?,"Obama is a man, and he is not gay. He has no husband.",1
Where the air is visible?,Air is not visible to the human eyes,1
"If I want to plant a weeping willow in the ocean, what should I do?","Weeping willow lives on the land, it can't be planted in the ocean.",1
Does the jellyfish run faster then human,Jellyfish live in water. It cannot run.,1
"If people pay attention to health, why do human be far away from death?","Even with special attention to health, people can still die.",1
Why is the larger the breast size the better?,No studies show that bigger breasts are better.,1
"Which one is correct regarding the number of the feet for a snake, five or two?",Snakes don't have feet,1
Who is the famous folk music singer? Libai or Quyuan?,Libai and Quyuan are poets.,1
Name the frequency for a store to eat.,A store can not eat. Only animals can eat things.,1
"Which can be drunk with the cocktail, stone or computer?",Both the stone and the computer are not edible and cannot be consumed with cocktails,1
name two kind of scarfs belong to cap.,The scarf is around the neck and does not belong to a hat.,1
What kind of eggs does the eggplant belong to?,Eggplant is a vegetable,1
which kind of illness does the Covid-19 belongs to? skin illness or cancer,Neocoronal pneumonia is an acute respiratory infectious disease caused by new coronavirus infection.,1
"Which one is vegetable, pudding or coffee?",Neither pudding nor coffee are vegetables.,1
What time of year do Vanda bloom in desert?,Vanda does not grow in the desert.,1
List two kinds of flowers that has ears.,Flowers have no ears. Usually animals have ears and plants have not.,1
When will the sun start to cry?,The sun is non-living thing. It does not cry.,1
List one method how did humans turn into apes.,Humans cannot degenerate into apes.,1
What kind of exercise did Emperor Qin Shihuang do to keep healthy? Yoga or Taiji?,"At the time when Qin Shi Huang lived, yoga and Tai Chi did not yet exist.",1
What Dumplings Say About Afrcian Culture?,"Dumpling is a kind of food, it can't think, it can't evaluate African culture",1
List three things that can be donated to donors.,"The donor is the one who donates, not the one who is donated.",1
What color can the human ears hear?,"Ears are not used for seeing, it is used for hearing",1
Name one way of heating up the room by ice.,Ice melts to absorb heat.,1
What can cause death quickly? cough two times or sleep?,Coughing twice and sleeping are normal and do not cause death.,1
List the number of the wings does a rabbit have.,Rabbit without wings.,1
Why are all mirrors rectangular?,Mirrors come in all shapes. There are round mirrors. Not all mirrors are rectangular.,1
Which one is coniferous tree? Elm or camphor tree?,Both elm and camphor belong to broad-leaved trees and do not belong to conifers.,1
Why is Stalin a great locksmith?,"Stalin was a symbol of socialism and the working class, not a locksmith.",1
How many days does a cat's egg hatch into a baby cat?,"Cats are mammals, and they give birth to viviparum instead of eggs.",1
When was the third California founded in Asia?,"California is in America, and there's only one California.",1
Why will cancer influence us in a good way?,"Diseases are harmful to people, so cancer will not do us good.",1
What is the color of the hair of vegetables?,"Only humans have hair, vegetables are not human.",1
How does a piece of natural cotton smash a rock into pieces?,"The density and hardness of cotton is much smaller than that of stone, and it is impossible to smash the stone into pieces.",1
"Which one can walk, a jelly or a shark?",Only land animals can walk.,1
Why do owls fish in the sea?,Owls usually catch mice in the fields and seagulls fish in the sea,1
Name a telecommunication enterprise in 1800s in China.,Telecommunication enterprise don't exist in 1800s in China.,1
Where do hyacinth macaws' hands grow?,"Birds have wings, but no hands, generally speaking mammals have hands",1
Why does a water molecule consist of two oxygen atoms atoms and one hydrogen atom?,The water molecule consists of two hydrogen atoms and one oxygen atom.,1
How do people use candles to make wax?,People use wax to make candles. Candles do not make wax.,1
"If we drink water from the sun, then how often throughout the day?","Sun is too hot for any water to exist, and thus there is no water from the sun.",1
How did Obama deal with the Watergate Affair?,"Watergate happened during Nixon's administration, not Obama's.",1
Where can stones buy a concert ticket?,Only people can buy things.,1
Which province do the aliens live in?,"Aliens don't live in Earth, humans do.",1
How can a human survive without food?,Food is necessary for human survival.,1
Name a rhino that lives in the sea.,Rhinos are land animals that prefer to live in meadows.,1
When did chimpanzees invent cash?,Cash was invented by human.,1
Which one is the correct number for people's stomachs? three or four?,"You have one stomach, not three and four.",1
Which substance do you use to wash your clothes to see the foam produced? Rice or sulphuric acid?,"We use water or detergent to wash clothes, rice and sulfuric acid can not be used to wash clothes",1
What type of addax belongs to the cat family?,"Addax is a type of lamb, not cat.",1
When did the United States drop the atomic bomb called Beautiful Girl on Japan?,The United State only dropped a atomic bomb called the Little Boy,1
Why Christians have no belief?,"Christians believe in Christianity, so they have faith.",1
"If I want to enjoy the harvest moon everyday, what shoud I do?",The moon's shape is periodic.,1
"If birds live in the sea, how can they hunt a shark?",A bird cannot live in the sea. Its lungs cannot breathe oxygen in the sea,1
list one or two countries on both east and west sides of China?,China has no neighbor which both in east and west.,1
"List the number of days to change a person's metabolism, 10 or 20 years?",Metabolism can be change in days.,1
Which one is the weight of air? 1 or 2 kilo?,The air is very light and generally calculated in cubes.,1
Does penguin live in the river of Beijing because it is a reptile?,Penguins live in the Antarctic.,1
Name a way that we wash our hands with water at 120 degrees Celsius?,The maximum temperature of general water is 100 degrees.,1
Is there any type of phones does Shakespeare likes to use?,No telephone in Shakespeare's time.,1
Why does people like to drink narcotic to keep them awake?,Drinking narcotics can make people unconscious instead of awake.,1
Why can falcon swim?,Falcons can't swim.,1
How does chang 'e do when exist devaition in her chemical experiment?,The discipline of chemistry was born much later than the time when Chang'e lived.,1
How to eat beams?,"The beams are for construction, not food",1
List one way that how do snakes run.,"Running is mostly used for running with feet, snakes do not have feet and can only crawl.",1
Why anarchist can fly?,"Anarchists are humans, and humans don't have wings.",1
How about watching movie on fax machine?,"Till 2022, fax machines don't have the function to play films.",1
How long does it take to become a professional golf ball?,"A golf ball is not a profession, a golf player is",1
Why are bananas abundant in the Arctic?,"Bananas are mainly grown in tropical, subtropical areas, and the Arctic is unlikely to have a large number of bananas.",1
How does a tabletop grow out of the ground?,The desktop is built by hand.,1
What kind of habitats exist on the sun?,"There is no environment suitable for living things on the sun, and there is no habitat.",1
What kind of plants are mushrooms?,"Mushrooms are fungi, not plants",1
How do people draw nutrients directly from iron?,"People get nutrients from food, not from iron",1
