question,answer,label
How will they work if we inject vaccines into our bodies?,They will bring antibodies and help with our immune system.,0
How much fat is contained in each 100ml of whole milk?,Whole milk contains only 3.2g of fat per 100ml of milk.,0
Which city is in America. London or Cleveland?,Cleveland.,0
"If we see a terrapin lay eggs in the beach, what should we better do?",We should stay away from it and not interfere too much.,0
"Which one do dogs inhale, oxygen or nuclear energy?",Oxygen. Dogs inhale oxygen and exhale carbon dioxide. They can't inhale nuclear energy.,0
Why does bust size affect female beauty?,"Because the breast size has to match the figure, too big or too small will affect the aesthetics.",0
What kind of stone is the jade bangle?,Jade Bangle is a kind of stone named jade.,0
What kind of tools do people use to download softwares?,Use a computer or a phone with Internet.,0
Where do swots buy books?,They can go to bookstores to buy different books.,0
How many fins does a whale have?,they usually born with five fins.,0
Is TV biger than laptop?,Yes.,0
Why stone will not get any illnesses?,Because stone is lifeless.,0
Where do bird's wings grow?,On both sides of its body,0
how can heat microwave by food,Food can't heat microwave. Mrcrowave heat food.,1
Where can we find grass in the space?,"Grass grows on the land, not in space.",1
How do fawns hunt lions?,"It was the lion that killed the fawn, not the other way around.",1
"If I want to swim in the river at 25:00, what should I bring?",There are only 24 hours in a day.,1
List a monkey with two tails.,"Generally speaking, monkeys have only one tail.",1
Where can stones buy a concert ticket?,Only people can buy things.,1
What is the best vector for a human to fly in the sky?,Human cannot fly in the sky without wings.,1
How many wheels does a ship have nowadays?,Wheels don't have any wheels.,1
What color is the eye of the moon?,The moon is non-living thing which has no eyes.,1
How can we find a best friend in books?,"Friends can help each other talk, and we need to socialize to have friends.",1
How to cure the illness of healthy people?,A healthy person is by definition a person who has no disease and therefore does not need treatment for his disease.,1
Which one can be used as a filter medium? Cling film or wallpaper.,"Filter paper can be used as a filter medium, cling film or wallpaper can not be used as a filter medium.",1
List the hight that dogs can climb on a tree?,Dogs generally do not climb trees.,1
"Name a book by Ludwig van Beethoven, the famous biologist.","Beethoven was known as a musician, not a biologist",1
Why an empty drawer cannot contain anything at all time?,The empty drawer can put down some things.,1
List two kinds of stones which like cartoons?,Stone is not a creature without a liking.,1
Why does people like to drink narcotic to keep them awake?,Drinking narcotics can make people unconscious instead of awake.,1
What kind of fish emerge from pupas?,"Fishes are not insects, insects emerge from pupas",1
What type of architecture is the Forbidden City? Indian or Tai?,Indians and Thais are ethnographic rather than architectural.,1
Why people like to swim in aquarium rather than swimming pool?,Aquariums are not suitable for human swimming. They are too dangerous.,1
"If I want to visit a corn farm, which desert should I go?","Corn can't grow in desert, and thus you can't visit a corn farm in desert.",1
Where can a rock see art works?,"The rock is not a living thing, it has no eyes, it cannot see.",1
Why drinking oil will promote digestion?,"Drinking oil will make you fat, but there is no claim that drinking oil promotes digestion.",1
"If I want to count all the stars by hand, what should I do?",Stars can't be count.,1
How long does it take for Kangaroo to lay eggs?,Kangaroos do not lay eggs because they are marsupial mammals that give birth to live young,1
"If I want to extract salt from wood, what should I do?",Wood contains no salt.,1
Do hyssops like to eat cows?,Plant don't eat. They don't have mouth.,1
"Which one belongs to Europe, Japan or Chnia?",Both Japan and China belong to Asia.,1
How many colonies did Britain have in the 14th century?,England had no colonies in the fourteenth century. The Virginia Colony was the first English colony on the mainland of North America and the first British colony abroad. It was first established by the Virginia Company in 1607.,1
What kinds of plant can run?,Plant don't have foot and thus they can't run.,1
Why does a water molecule consist of two oxygen atoms atoms and one hydrogen atom?,The water molecule consists of two hydrogen atoms and one oxygen atom.,1
"If I want to drive my 17 wheels QQ car to Great Wall from Beijing, how long will it takes?",No QQ car is the 17-wheel version.,1
What's is the number of the computer users in the outer space?,"Zero, computer has not yet been used in outer space.",1
"If whale want to eat leaves, how often does it eat?",Whales don't want to eat the leaves.,1
Why should people with bruises not use sumac?,Sumac can be used to treat bruises.,1
"List the time length for the movie Age of Ultron, it is 1 or 2 days?","Movies usually lasts for hours, not for days.",1
List the number of the wings does a rabbit have.,Rabbit without wings.,1
What type of animal is a corn?,Corn belongs to plants and not animals.,1
Name a continent of Australia.,Australia is a country. It doesn't have a continent. It's on a continent.,1
"Which one has no quality, a tiger or an elephant?",Can't use quality to describe tigers and elephants.,1
How many ears does a monk seal have?,"Seals don't have outer ears, they have inner ears.",1
What time of year do Vanda bloom in desert?,Vanda does not grow in the desert.,1
List 3 sports that don't involve moving your hands and feet.,"Sports require moving your body, which means hands and feet must be involved",1
Does the jellyfish run faster then human,Jellyfish live in water. It cannot run.,1
When can humans lie or squat at the same time?,"Lying and squating both use legs, we can't do them at the same time.",1
"If I want to get a fish in the desert, what should I take?",Fish usually lives in water.,1
How do I fish with an oven?,"The oven is for baking fish, not fishing",1
What kind of meat does a drone eat?,They eat nectar but not meat.,1
How many arms do humans used for walk?,"People walk on their legs, not their arms.",1
When can that daffodil produce apples?,Daffodils and apples are two very different species,1
Where did Sun Zhongshan live in 2019?,"He died of illness in Beijing on March 12, 1925.",1
When did Beethoven named vitamin?,"Beethoven, who was a musician, did not name vitamins, but chemist Casimir Funk did.",1
What does a pianist take for a swim in the desert?,"Generally speaking, there is not enough water for you to swim in the desert.",1
What kind of habitats exist on the sun?,"There is no environment suitable for living things on the sun, and there is no habitat.",1
"Which animal do you prefer, hydrangea or clover?",Hydrangea and clover are both plants.,1
Why do people with strong immune systems not get sick?,People with strong immune systems can get sick.,1
List one television drama that was popular in 1920s in China.,"Television was invented in 1925, there was no television in 1920.",1
Why do pupas emerge from adult butterfly ?,Adult butterfly emerges from pupas.,1
"As a famous chemist, What did Einstein invent?","Albert Einstein is a physicst, not chemist.",1
List eighty non-metallic elements.,There are 23 types of non-metallic elements.,1
What should men pay attention to when breastfeeding their child?,"Men generally cannot produce breast milk, women can.",1
How does a tree feel when having a headache?,"Trees are plants, and only animals have headaches.",1
List a kind of lilies that grows under the sea.,Lilies are freshwater plants and cannot survive in the sea,1
When did east and west Italy reunion?,Italy hasn't been divided.,1
How many gizzards does a tree have?,"Sand sacs are organs of birds and other animals, and trees are plants.",1
How do Siberian tigers live on the moon?,"No life lives on the moon, so Siberian tigers cannot live on the moon.",1
Which one is the color of rose's hair? Blue or black?,"Only animals have hair, and roses are a plant.",1
How many choices do people have to face to be born?,People can only think after born.,1
How to make milk out of cheese?,"You can make cheese from milk, but you can't make milk from cheese.",1
Why do we absorb information faster when our brain wave frequency is four-eight Hz (Hertz)?,Brain waves between 1 and 30 Hz.,1
How many wings do artistes have?,"Artices don't have wings, birds or some insects do.",1
How many insects with thousands of hands do you see?,There is no one type of insect has thousands of hands.,1
List one method how did humans turn into apes.,Humans cannot degenerate into apes.,1
How to take a measurement for a man's tail?,People don't have tails.,1
Do lizards think they can have a good job to live happily?,"Lizards can't have a job, only human can.",1
Where can you get oxygen on the moon?,There is no oxygen on the moon.,1
What is the eye of the bridge?,The bridge has no eyes.,1
How can the baby feed his mom?,"A mother can feed her baby, but not the other way around",1
Name a way that I can buy time?,Money can't buy time.,1
List the time length for an air conditioner to become an adult.,Air conditioning is a mechanical device that cannot grow.,1
"If I travel to Britain, where can I see the White House?",The White House is in the United States.,1
How long ago did emperors in China using computers?,Computers was invented later than the last emperor of China was born.,1
Does monkeys live in the national park on Mars?,Humans have not yet set foot on Mars. There are no national parks on Mars.,1
How long does it take for a shrimp to become a butterfly?,"Shrimp grows up to become a prawn, not buttefly.",1
What type of crayons did Tang Dynasty use for paintings?,Crayons don't exist in Tang Dynasty.,1
What color are the earphone's eyes?,"Eyes are only available to animals, headphones are not animals.",1
"If a man smoke 1000 cigarettes a day, why he is getting healthier?",It has been scientifically proven that smoking is harmful to health.,1
How many wings does a rhino have?,"Rhino is a 4-leg mammal, it doesn't have wings",1
Why does a dead sheep pretend to be dead?,"Dead sheep is really dead, not pretend.",1
Why can mountain breathe in the water?,Mountains are inorganic and cannot breathe.,1
Was the light bulb invented by Newton a great invention?,"Newton didn't invent light bulb, Edison invented light bulb.",1
How long is the hurricane season in Beijing?,Beijing do not have hurricane season.,1
"Which fruit has the lard, apple or banana?","Apple and banana are fruits, fruits don't contain lard.",1
Why are the gears the same size?,The size of the gears is different on different devices.,1
"If Peking Man got disease like fever, how long will it last? one or two years?","Generally speaking, a fever does not last long, one to two weeks is normal.",1
"If I want to know the numbers of the international organizations on Mars, then what should I do?",International organizations only appers on earth.,1
does reefs live in ocean ?,A coral reef is not an animal.,1
"Which is the fourth letter of the Greek alphabet, beta or alpha?",Neither is right.,1
Why should stones be friendly to others?,The stone has no life and cannot be friendly to people,1
Why do durians smell sweet?,"Durians taste sweet. The smell of durians闁 evokes reactions from deep appreciation to intense disgust, and has been described variously as rotten onions, turpentine, and raw sewage.",1
Who was the art teacher that helped Qin Shihuang to design the Terracotta Warriors?Luban or Xishi?,Xi shi was not from the same generation,1
Which company is a fortune 500 company in the world? CICI or Meco?,Neither CICI nor Meco is a Fortune 500 company.,1
Why can a desk breathe in the ocean?,"Desk is not alive, and thus desk can't breathe.",1
Name a rose that can grow in the sea.,Roses grow on land and cannot live in the sea.,1
How many legs does tripod have? five or six?,"Tripod has three legs, neither five or six.",1
Why should we avoid being healthy?,"Health is the foundation of people's life and work, and people should strive to maintain health.",1
Why vegetarians never get cancer?,Vegetarians can't get cancer. Only animal can.,1
What kind of vegetables the duckling is?,Ducklings are not vegetables.,1
"When a trooper lifts a tank, in which direction should he throw it?",The tank is so heavy that it cannot be lifted by human force alone.,1
Why does the brake light on the road fail?,"Brake lights are on the car, not on the road",1
What kind of power does a dog need to govern a country?,A dog don't have the intelligence and ability to govern a country.,1
When did Einstein prove that white light is a mixture of different colors of light?,This is what Newton proved.,1
Why all objects have smooth surfaces?,"Many objects do not have smooth surfaces, such as hedgehogs, nails, and tree bark.",1
List the time length for a stone to take a breath?,Stones are not alive and don't need to breath,1
Which one is the correct answer regarding the number of the mouths for a phone? one or three?,"The average telephone does not have a mouth. The mouth is a part of the animal, not the telephone.",1
How will they work if we rub vaccines on our skins?,Vaccines can only be injected into the body's bloodstream to make people produce antibodies and play their role.,1
How much fat is contained in each 100ml of water?,Water can't contain fat.,1
"Which city is in America, London or Sydney?","London is in England and Sydney is in Australia, neither of which is in the United States.",1
"If we see a terrapin lay eggs in the desert, what should we better do?","Tortoises usually lay their eggs on sand, not in the desert.",1
"Which one do dogs exhale, oxygen or nuclear energy?","Dogs breathe out carbon dioxide, neither oxygen nor nuclear energy.",1
Why is the larger the breast size the better?,No studies show that bigger breasts are better.,1
What kind of stone is the wax figures?,Waxworks are statues made of paraffin wax and have nothing to do with stone.,1
What kind of tools does Hitler use to download software?,Hitler lived without software.,1
Where do books buy swots?,"Books are for people to read, and swot is a method of analysis.",1
How many fins does a cow have?,Only fish have fins.,1
Is TV's nose smaller than laptop's?,TVS and laptops are artificial. They don't have a nose.,1
Why human will not get any illnesses?,It's genetically determined that all human should get illness.,1
Where do deer's wings grow?,Deer are not birds and have no wings.,1
